OrderID,Date,Amount,Status,DiscountAmount
ORD1079,2026-08-23 04:38:00,17383.29,success,0.0
ORD1080,2026-08-23 03:16:00,1898.62,success,0.0
ORD1081,2026-08-22 23:34:00,24671.73,success,0.0
ORD1082,2026-08-23 00:55:00,20794.63,success,0.0
ORD1083,2026-08-22 23:21:00,1094.96,success,0.0
ORD1084,2026-08-23 01:28:00,23334.83,success,0.0
ORD1085,2026-08-22 20:20:00,2205.69,success,0.0
ORD1086,2026-08-23 06:26:00,17736.52,success,0.0
ORD1087,2026-08-22 23:43:00,19918.54,success,0.0
ORD1088,2026-08-22 20:10:00,15507.0,success,0.0
ORD1089,2026-08-22 20:33:00,21107.86,success,0.0
ORD1090,2026-08-22 20:24:00,13819.23,success,0.0
ORD1091,2026-08-23 01:10:00,17129.06,success,0.0
ORD1092,2026-08-23 05:49:00,18572.34,success,0.0
ORD1093,2026-08-23 02:19:00,19264.3,success,0.0
ORD1094,2026-08-23 04:53:00,1850.53,success,0.0
ORD1095,2026-08-23 00:12:00,20798.65,success,0.0
ORD1096,2026-08-22 23:12:00,3323.86,success,0.0
ORD1097,2026-08-23 01:26:00,9733.7,success,0.0
ORD1098,2026-08-23 01:31:00,21210.64,success,0.0
ORD1099,2026-08-22 22:27:00,17899.13,success,0.0
ORD1100,2026-08-23 20:04:00,22184.28,success,0.0
ORD1101,2026-08-24 00:14:00,9168.55,success,0.0
ORD1102,2026-08-23 19:11:00,5862.56,success,0.0
ORD1103,2026-08-24 03:45:00,16914.55,success,0.0
ORD1104,2026-08-23 19:05:00,13170.41,success,0.0
ORD1105,2026-08-23 21:04:00,2058.65,success,0.0
ORD1106,2026-08-24 05:34:00,23164.06,success,532.17
ORD1107,2026-08-23 20:06:00,9860.26,success,791.93
ORD1108,2026-08-23 22:01:00,11317.16,success,0.0
ORD1109,2026-08-24 06:18:00,18475.81,success,0.0
ORD1110,2026-08-23 23:23:00,7764.93,success,0.0
ORD1111,2026-08-23 23:57:00,12993.09,success,0.0
ORD1112,2026-08-23 23:13:00,3264.81,success,0.0
ORD1113,2026-08-23 23:12:00,15351.74,success,0.0
ORD1114,2026-08-24 03:40:00,13923.61,success,0.0
ORD1115,2026-08-24 03:09:00,22214.53,success,0.0
ORD1116,2026-08-23 20:42:00,12342.78,success,1496.09
ORD1117,2026-08-24 05:56:00,14710.97,success,0.0
ORD1118,2026-08-23 23:07:00,2241.91,success,0.0
ORD1119,2026-08-24 04:39:00,21189.18,success,0.0
ORD1120,2026-08-23 22:46:00,23521.03,success,0.0
ORD1121,2026-08-23 21:27:00,18908.48,success,0.0
ORD1122,2026-08-23 20:18:00,22093.81,success,0.0
ORD1123,2026-08-24 03:44:00,5260.31,success,1393.45
ORD1124,2026-08-23 23:32:00,15379.14,success,0.0
ORD1125,2026-08-23 20:33:00,4205.17,success,943.67
ORD1126,2026-08-23 20:47:00,7640.34,success,0.0
ORD1127,2026-08-23 20:54:00,8537.13,success,0.0
ORD1128,2026-08-24 05:26:00,2098.09,success,0.0
ORD1129,2026-08-24 01:29:00,21229.0,success,0.0
ORD1130,2026-08-24 00:54:00,23528.11,success,0.0
ORD1131,2026-08-24 05:40:00,7869.48,success,0.0
ORD1132,2026-08-24 03:41:00,16885.04,success,0.0
ORD1133,2026-08-23 23:16:00,1118.89,success,0.0
ORD1134,2026-08-24 22:27:00,2473.6,success,0.0
ORD1135,2026-08-25 02:57:00,4774.56,success,0.0
ORD1136,2026-08-24 22:03:00,5232.59,success,0.0
ORD1137,2026-08-25 02:54:00,11194.59,success,0.0
ORD1138,2026-08-24 22:22:00,13810.92,success,0.0
ORD1139,2026-08-25 04:57:00,2063.32,success,0.0
ORD1140,2026-08-25 06:54:00,12325.37,success,0.0
ORD1141,2026-08-25 01:50:00,13095.27,success,0.0
ORD1142,2026-08-24 20:01:00,13441.23,success,0.0
ORD1143,2026-08-25 04:33:00,17319.48,success,0.0
ORD1144,2026-08-24 19:37:00,17922.64,success,0.0
ORD1145,2026-08-24 23:35:00,4912.14,success,0.0
ORD1146,2026-08-25 05:56:00,6594.68,success,0.0
ORD1147,2026-08-25 01:12:00,23523.69,success,0.0
ORD1148,2026-08-24 20:02:00,16878.76,success,0.0
ORD1149,2026-08-24 19:25:00,1632.99,success,0.0
ORD1150,2026-08-25 04:21:00,7886.97,success,804.43
ORD1151,2026-08-25 05:33:00,8383.52,success,0.0
ORD1152,2026-08-25 01:27:00,12489.36,success,0.0
ORD1153,2026-08-25 06:08:00,14247.05,success,0.0
ORD1154,2026-08-24 19:22:00,13383.38,success,171.48
ORD1155,2026-08-24 23:26:00,12057.89,success,0.0
ORD1156,2026-08-25 03:29:00,4609.43,success,0.0
ORD1157,2026-08-24 19:55:00,4005.71,success,0.0
ORD1158,2026-08-25 00:50:00,15189.43,success,0.0
ORD1159,2026-08-24 21:11:00,5881.28,success,0.0
ORD1160,2026-08-24 23:58:00,5582.15,success,0.0
ORD1161,2026-08-24 22:10:00,2326.44,success,0.0
ORD1162,2026-08-24 21:43:00,14847.78,success,0.0
ORD1163,2026-08-24 20:40:00,17186.51,success,829.44
ORD1164,2026-08-24 23:00:00,12092.63,success,0.0
ORD1165,2026-08-25 05:42:00,14142.82,success,0.0
ORD1166,2026-08-24 19:53:00,10757.09,success,530.78
ORD1167,2026-08-26 02:54:00,11931.57,success,0.0
ORD1168,2026-08-25 19:19:00,3153.83,success,1379.03
ORD1169,2026-08-26 06:54:00,20765.16,success,0.0
ORD1170,2026-08-25 22:18:00,9924.15,success,669.99
ORD1171,2026-08-26 01:49:00,13840.22,success,0.0
ORD1172,2026-08-25 23:25:00,16378.35,success,0.0
ORD1173,2026-08-26 03:52:00,5139.39,success,1087.85
ORD1174,2026-08-25 23:42:00,15533.62,success,0.0
ORD1175,2026-08-26 03:06:00,5391.35,success,0.0
ORD1176,2026-08-26 01:13:00,11305.57,success,829.48
ORD1177,2026-08-26 06:00:00,7579.31,success,0.0
ORD1178,2026-08-26 03:43:00,5748.37,success,0.0
ORD1179,2026-08-26 02:14:00,23363.42,success,0.0
ORD1180,2026-08-26 01:43:00,20549.17,success,0.0
ORD1181,2026-08-26 06:45:00,11257.07,success,0.0
ORD1182,2026-08-26 05:16:00,17744.18,success,0.0
ORD1183,2026-08-26 04:28:00,1528.83,success,0.0
ORD1184,2026-08-25 20:23:00,17146.79,success,0.0
ORD1185,2026-08-26 01:02:00,8324.47,success,0.0
ORD1186,2026-08-26 05:50:00,22086.72,success,1187.21
ORD1187,2026-08-25 19:03:00,20584.99,success,0.0
ORD1188,2026-08-26 06:51:00,19929.37,success,0.0
ORD1189,2026-08-25 20:52:00,20694.19,success,0.0
ORD1190,2026-08-25 21:54:00,4505.19,success,0.0
ORD1191,2026-08-25 22:09:00,13963.33,success,0.0
ORD1192,2026-08-25 19:46:00,12522.88,success,0.0
ORD1193,2026-08-25 21:08:00,24521.92,success,0.0
ORD1194,2026-08-25 23:33:00,17158.53,success,0.0
ORD1195,2026-08-26 06:50:00,8738.55,success,189.84
ORD1196,2026-08-25 23:16:00,18385.04,success,0.0
ORD1197,2026-08-26 02:24:00,11256.05,success,699.87
ORD1198,2026-08-25 21:57:00,1384.44,success,1447.87
ORD1199,2026-08-26 06:01:00,20153.08,success,0.0
ORD1200,2026-08-27 05:42:00,13200.6,success,0.0
