order_id,mismatch_type,expected_amount_diff,is_mismatch,lag_days,expected_decision
ORD1066,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1067,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1068,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1069,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1070,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1071,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1072,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1073,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1074,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1075,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1076,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1077,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1078,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1079,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1080,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1081,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1082,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1083,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1084,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1085,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1086,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1087,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1088,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1089,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1090,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1091,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1092,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1093,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1094,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1095,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1096,none,0.0,False,1,DETERMINISTIC_MATCH
ORD1097,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1098,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1099,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1100,none,0.0,False,0,DETERMINISTIC_MATCH
ORD1101,refunded,7750.09,True,0,AI_RESOLVED
ORD1102,discount_on_order,1029.64,True,0,AI_RESOLVED
ORD1103,discount_on_gateway,532.11,True,0,AI_RESOLVED
ORD1104,missing_bank_entry,14530.98,True,0,EXCEPTION
ORD1105,discount_on_order,860.39,True,0,AI_RESOLVED
ORD1106,discount_on_gateway,978.46,True,0,AI_RESOLVED
ORD1107,missing_bank_entry,16744.54,True,0,EXCEPTION
ORD1108,fee_variation,15.23,True,0,AI_RESOLVED
ORD1109,missing_bank_entry,5496.95,True,0,EXCEPTION
ORD1110,timing_difference,0.0,True,2,AI_RESOLVED
ORD1111,fee_variation,211.69,True,0,AI_RESOLVED
ORD1112,discount_on_gateway,598.54,True,0,AI_RESOLVED
ORD1113,fee_variation,54.08,True,0,AI_RESOLVED
ORD1114,discount_on_order,563.88,True,0,AI_RESOLVED
ORD1115,timing_difference,0.0,True,3,AI_RESOLVED
ORD1116,missing_bank_entry,17469.56,True,0,EXCEPTION
ORD1117,timing_difference,0.0,True,5,AI_RESOLVED
ORD1118,discount_on_order,1249.43,True,0,AI_RESOLVED
ORD1119,fee_variation,52.26,True,0,AI_RESOLVED
ORD1120,missing_bank_entry,10385.92,True,0,EXCEPTION
ORD1121,discount_on_order,713.43,True,0,AI_RESOLVED
ORD1122,discount_on_order,337.41,True,0,AI_RESOLVED
ORD1123,discount_on_order,156.85,True,0,AI_RESOLVED
ORD1124,refunded,9244.9,True,0,AI_RESOLVED
ORD1125,refunded,2630.71,True,0,AI_RESOLVED
ORD1126,discount_on_order,362.07,True,0,AI_RESOLVED
ORD1127,discount_on_order,476.58,True,0,AI_RESOLVED
ORD1128,discount_on_order,867.76,True,0,AI_RESOLVED
ORD1129,fee_variation,33.23,True,0,AI_RESOLVED
ORD1130,fee_variation,53.75,True,0,AI_RESOLVED
ORD1131,missing_bank_entry,5383.48,True,0,EXCEPTION
ORD1132,missing_bank_entry,12767.81,True,0,EXCEPTION
ORD1133,discount_on_order,774.61,True,0,AI_RESOLVED
ORD1134,discount_on_order,744.48,True,0,AI_RESOLVED
ORD1135,missing_bank_entry,13237.01,True,0,EXCEPTION
ORD1136,refunded,18977.04,True,0,AI_RESOLVED
ORD1137,timing_difference,0.0,True,2,AI_RESOLVED
ORD1138,fee_variation,414.52,True,0,AI_RESOLVED
ORD1139,refunded,13189.89,True,0,AI_RESOLVED
ORD1140,discount_on_order,742.37,True,0,AI_RESOLVED
ORD1141,timing_difference,0.0,True,5,AI_RESOLVED
ORD1142,discount_on_order,731.39,True,0,AI_RESOLVED
ORD1143,discount_on_order,558.08,True,0,AI_RESOLVED
ORD1144,discount_on_order,926.57,True,0,AI_RESOLVED
ORD1145,discount_on_gateway,317.51,True,0,AI_RESOLVED
ORD1146,timing_difference,0.0,True,3,AI_RESOLVED
ORD1147,discount_on_gateway,1057.44,True,0,AI_RESOLVED
ORD1148,fee_variation,13.84,True,0,AI_RESOLVED
ORD1149,discount_on_order,1241.98,True,0,AI_RESOLVED
ORD1150,discount_on_order,1390.15,True,0,AI_RESOLVED
ORD1151,missing_bank_entry,5501.39,True,0,EXCEPTION
ORD1152,refunded,5429.93,True,0,AI_RESOLVED
ORD1153,timing_difference,0.0,True,5,AI_RESOLVED
ORD1154,refunded,10595.16,True,0,AI_RESOLVED
ORD1155,refunded,15545.35,True,0,AI_RESOLVED
ORD1156,discount_on_gateway,638.72,True,0,AI_RESOLVED
ORD1157,discount_on_gateway,796.72,True,0,AI_RESOLVED
ORD1158,fee_variation,63.54,True,0,AI_RESOLVED
ORD1159,discount_on_order,1387.41,True,0,AI_RESOLVED
ORD1160,refunded,1369.45,True,0,AI_RESOLVED
ORD1161,refunded,17205.62,True,0,AI_RESOLVED
ORD1162,timing_difference,0.0,True,5,AI_RESOLVED
ORD1163,timing_difference,0.0,True,4,AI_RESOLVED
ORD1164,missing_bank_entry,3170.64,True,0,EXCEPTION
ORD1165,timing_difference,0.0,True,2,AI_RESOLVED
ORD1166,discount_on_order,669.23,True,0,AI_RESOLVED
ORD1167,missing_bank_entry,4621.31,True,0,EXCEPTION
ORD1168,missing_bank_entry,2432.87,True,0,EXCEPTION
ORD1169,missing_bank_entry,1577.19,True,0,EXCEPTION
ORD1170,discount_on_order,615.82,True,0,AI_RESOLVED
ORD1171,discount_on_gateway,1087.28,True,0,AI_RESOLVED
ORD1172,discount_on_gateway,455.16,True,0,AI_RESOLVED
ORD1173,fee_variation,420.84,True,0,AI_RESOLVED
ORD1174,missing_bank_entry,5932.9,True,0,EXCEPTION
ORD1175,refunded,13269.52,True,0,AI_RESOLVED
ORD1176,discount_on_gateway,838.79,True,0,AI_RESOLVED
ORD1177,discount_on_gateway,487.33,True,0,AI_RESOLVED
ORD1178,discount_on_gateway,1118.06,True,0,AI_RESOLVED
ORD1179,discount_on_gateway,226.29,True,0,AI_RESOLVED
ORD1180,refunded,17799.22,True,0,AI_RESOLVED
ORD1181,discount_on_gateway,849.07,True,0,AI_RESOLVED
ORD1182,discount_on_order,141.85,True,0,AI_RESOLVED
ORD1183,discount_on_gateway,751.74,True,0,AI_RESOLVED
ORD1184,discount_on_gateway,113.85,True,0,AI_RESOLVED
ORD1185,discount_on_gateway,932.82,True,0,AI_RESOLVED
ORD1186,missing_bank_entry,11598.96,True,0,EXCEPTION
ORD1187,timing_difference,0.0,True,2,AI_RESOLVED
ORD1188,discount_on_order,221.3,True,0,AI_RESOLVED
ORD1189,timing_difference,0.0,True,2,AI_RESOLVED
ORD1190,discount_on_gateway,1104.91,True,0,AI_RESOLVED
ORD1191,timing_difference,0.0,True,2,AI_RESOLVED
ORD1192,discount_on_gateway,643.9,True,0,AI_RESOLVED
ORD1193,discount_on_gateway,477.04,True,0,AI_RESOLVED
ORD1194,timing_difference,0.0,True,2,AI_RESOLVED
ORD1195,discount_on_gateway,150.09,True,0,AI_RESOLVED
ORD1196,timing_difference,0.0,True,2,AI_RESOLVED
ORD1197,discount_on_order,686.02,True,0,AI_RESOLVED
ORD1198,missing_bank_entry,15752.69,True,0,EXCEPTION
ORD1199,refunded,2252.41,True,0,AI_RESOLVED
ORD1200,fee_variation,272.11,True,0,AI_RESOLVED
